date,type,value,series
2024-07-07,e5,6.2,growth_qoq
2024-07-07,e6,5.3,growth_qoq
2024-07-07,e2,53013.09,abs
2024-07-07,e1,258514.184,abs
2024-07-07,e1,6.3,growth_qoq
2024-07-07,e2,10.5,growth_qoq
2024-07-07,e0,4.7,growth_qoq
2024-07-07,e6,13.0,growth_yoy
2024-07-07,e5,11.7,growth_yoy
2024-07-07,e3,15.3,growth_yoy
2024-07-07,e2,6.0,growth_yoy
2024-07-07,e1,4.7,growth_yoy
2024-07-07,e0,5.4,growth_yoy
2024-07-07,e0,420353.905,abs
2024-10-01,e5,-0.5,growth_qoq
2024-10-01,e0,2.4,growth_qoq
2024-10-01,e1,-2.1,growth_qoq
2024-10-01,e2,27.3,growth_qoq
2024-10-01,e3,-0.3,growth_qoq
2024-10-01,e6,-2.0,growth_qoq
2024-10-01,e2,67505.818,abs
2024-10-01,e0,430476.817,abs
2024-10-01,e5,8.7,growth_yoy
2024-10-01,e3,89038.862,abs
2024-10-01,e4,-481.256,abs
2024-10-01,e5,290282.363,abs
2024-10-01,e6,268888.352,abs
2024-10-01,e3,11.8,growth_yoy
2024-10-01,e1,253019.383,abs
2024-10-01,e6,5.9,growth_yoy
2024-10-01,e2,4.0,growth_yoy
2024-10-01,e1,5.3,growth_yoy
2024-10-01,e0,4.9,growth_yoy
2025-01-01,e1,5.0,growth_yoy
2025-01-01,e5,4.1,growth_yoy
2025-01-01,e6,3.1,growth_yoy
2025-01-01,e6,-3.9,growth_qoq
2025-01-01,e3,9.7,growth_yoy
2025-01-01,e2,4.3,growth_yoy
2025-01-01,e4,-7795.713,abs
2025-01-01,e3,93243.344,abs
2025-01-01,e0,415337.606,abs
2025-01-01,e1,258562.901,abs
2025-01-01,e2,51200.647,abs
2025-01-01,e0,-3.5,growth_qoq
2025-01-01,e1,2.2,growth_qoq
2025-01-01,e2,-24.2,growth_qoq
2025-01-01,e3,4.7,growth_qoq
2025-01-01,e5,-4.1,growth_qoq
2025-01-01,e6,258359.618,abs
2025-01-01,e5,278486.045,abs
2025-01-01,e0,4.4,growth_yoy
2025-04-01,e5,1.2,growth_qoq
2025-04-01,e0,1.0,growth_qoq
2025-04-01,e1,-0.9,growth_qoq
2025-04-01,e6,7.5,growth_qoq
2025-04-01,e2,-0.4,growth_qoq
2025-04-01,e5,2.6,growth_yoy
2025-04-01,e3,7.0,growth_qoq
2025-04-01,e0,419420.24,abs
2025-04-01,e1,256125.048,abs
2025-04-01,e2,51007.323,abs
2025-04-01,e3,99725.656,abs
2025-04-01,e4,8683.748,abs
2025-04-01,e5,281729.703,abs
2025-04-01,e6,6.6,growth_yoy
2025-04-01,e3,12.1,growth_yoy
2025-04-01,e2,6.4,growth_yoy
2025-04-01,e1,5.3,growth_yoy
2025-04-01,e0,4.4,growth_yoy
2025-04-01,e6,277851.24,abs
2025-07-01,e3,95881.078,abs
2025-07-01,e2,56763.071,abs
2025-07-01,e3,7.4,growth_yoy
2025-07-01,e4,-1834.134,abs
2025-07-01,e5,5.4,growth_qoq
2025-07-01,e1,271562.379,abs
2025-07-01,e5,296897.355,abs
2025-07-01,e0,443208.395,abs
2025-07-01,e6,-0.6,growth_qoq
2025-07-01,e2,7.1,growth_yoy
2025-07-01,e0,5.4,growth_yoy
2025-07-01,e1,5.0,growth_yoy
2025-07-01,e0,5.7,growth_qoq
2025-07-01,e1,6.0,growth_qoq
2025-07-01,e2,11.3,growth_qoq
2025-07-01,e3,-3.9,growth_qoq
2025-07-01,e6,0.7,growth_yoy
2025-07-01,e5,1.7,growth_yoy
2025-07-01,e6,276061.353,abs
2025-10-01,e1,-1.9,growth_qoq
2025-10-01,e2,28.4,growth_qoq
2025-10-01,e3,1.5,growth_qoq
2025-10-01,e0,3.3,growth_qoq
2025-10-01,e5,301695.516,abs
2025-10-01,e6,7.9,growth_yoy
2025-10-01,e5,3.9,growth_yoy
2025-10-01,e3,9.3,growth_yoy
2025-10-01,e2,8.0,growth_yoy
2025-10-01,e1,5.3,growth_yoy
2025-10-01,e0,6.3,growth_yoy
2025-10-01,e5,1.6,growth_qoq
2025-10-01,e0,457680.927,abs
2025-10-01,e1,266319.871,abs
2025-10-01,e2,72895.887,abs
2025-10-01,e3,97329.094,abs
2025-10-01,e4,9534.904,abs
2025-10-01,e6,290094.346,abs
2025-10-01,e6,5.1,growth_qoq
