date,value,sector,series
2023-07-01,22944.481,p2,abs
2023-07-01,92324.868,p3,abs
2023-07-01,14599.024,p4,abs
2023-07-01,236338.357,p5,abs
2023-07-01,4522.584,p6,abs
2023-07-01,-0.1,p3,growth_yoy
2023-07-01,398768.199,p0,abs
2023-07-01,8.5,p6,growth_yoy
2023-07-01,5.0,p5,growth_yoy
2023-10-01,3.4,p4,growth_yoy
2023-10-01,4.1,p5,growth_yoy
2023-10-01,10.1,p6,growth_yoy
2023-10-01,3.1,p2,growth_yoy
2023-10-01,1.2,p1,growth_yoy
2023-10-01,2.8,p0,growth_yoy
2023-10-01,3.0,p5,growth_qoq
2023-10-01,2.9,p0,growth_qoq
2023-10-01,-7.8,p1,growth_qoq
2023-10-01,14.8,p2,growth_qoq
2023-10-01,-1.4,p4,growth_qoq
2023-10-01,-0.3,p3,growth_yoy
2023-10-01,11.4,p6,growth_qoq
2023-10-01,3.2,p3,growth_qoq
2023-10-01,26337.651,p2,abs
2023-10-01,410230.92,p0,abs
2023-10-01,5039.714,p6,abs
2023-10-01,243311.94,p5,abs
2023-10-01,25862.265,p1,abs
2023-10-01,14389.818,p4,abs
2023-10-01,95289.533,p3,abs
2024-01-01,-11.2,p6,growth_qoq
2024-01-01,91864.463,p3,abs
2024-01-01,26203.081,p2,abs
2024-01-01,23576.201,p1,abs
2024-01-01,397802.368,p0,abs
2024-01-01,-3.0,p5,growth_qoq
2024-01-01,4.2,p0,growth_yoy
2024-01-01,1.9,p1,growth_yoy
2024-01-01,4.3,p2,growth_yoy
2024-01-01,2.1,p3,growth_yoy
2024-01-01,11.9,p4,growth_yoy
2024-01-01,4.8,p5,growth_yoy
2024-01-01,3.9,p6,growth_yoy
2024-01-01,236129.607,p5,abs
2024-01-01,4474.169,p6,abs
2024-01-01,15554.847,p4,abs
2024-01-01,8.1,p4,growth_qoq
2024-01-01,-3.6,p3,growth_qoq
2024-01-01,-0.5,p2,growth_qoq
2024-01-01,-8.8,p1,growth_qoq
2024-01-01,-3.0,p0,growth_qoq
2024-04-01,16141.371,p4,abs
2024-04-01,2.7,p6,growth_yoy
2024-04-01,5.9,p5,growth_yoy
2024-04-01,17.2,p4,growth_yoy
2024-04-01,4.7,p3,growth_yoy
2024-04-01,2.7,p2,growth_yoy
2024-04-01,7.6,p1,growth_yoy
2024-04-01,5.9,p0,growth_yoy
2024-04-01,1.0,p0,growth_qoq
2024-04-01,238584.015,p5,abs
2024-04-01,-9.3,p2,growth_qoq
2024-04-01,6.6,p1,growth_qoq
2024-04-01,3.8,p4,growth_qoq
2024-04-01,1.0,p5,growth_qoq
2024-04-01,3.8,p6,growth_qoq
2024-04-01,93386.703,p3,abs
2024-04-01,23775.819,p2,abs
2024-04-01,1.7,p3,growth_qoq
2024-04-01,4645.36,p6,abs
2024-04-01,401672.315,p0,abs
2024-04-01,25139.047,p1,abs
2024-07-01,5.2,p5,growth_yoy
2024-07-01,20.0,p4,growth_yoy
2024-07-01,-2.8,p2,growth_yoy
2024-07-01,3.6,p1,growth_yoy
2024-07-01,5.4,p0,growth_yoy
2024-07-01,14.0,p6,growth_qoq
2024-07-01,8.5,p4,growth_qoq
2024-07-01,4.4,p3,growth_qoq
2024-07-01,-6.2,p2,growth_qoq
2024-07-01,15.6,p1,growth_qoq
2024-07-01,4.7,p0,growth_qoq
2024-07-01,4.3,p5,growth_qoq
2024-07-01,17.1,p6,growth_yoy
2024-07-01,5.6,p3,growth_yoy
2024-07-01,17512.293,p4,abs
2024-07-01,420353.905,p0,abs
2024-07-01,29059.59,p1,abs
2024-07-01,22295.107,p2,abs
2024-07-01,5297.645,p6,abs
2024-07-01,248734.371,p5,abs
2024-07-01,97454.898,p3,abs
2024-10-01,1.9,p3,growth_qoq
2024-10-01,17.3,p2,growth_qoq
2024-10-01,-11.6,p1,growth_qoq
2024-10-01,2.4,p0,growth_qoq
2024-10-01,-0.7,p1,growth_yoy
2024-10-01,430476.817,p0,abs
2024-10-01,25682.691,p1,abs
2024-10-01,26158.179,p2,abs
2024-10-01,99327.57,p3,abs
2024-10-01,17371.427,p4,abs
2024-10-01,256661.727,p5,abs
2024-10-01,5275.222,p6,abs
2024-10-01,-0.8,p4,growth_qoq
2024-10-01,3.2,p5,growth_qoq
2024-10-01,-0.4,p6,growth_qoq
2024-10-01,4.9,p0,growth_yoy
2024-10-01,-0.7,p2,growth_yoy
2024-10-01,4.2,p3,growth_yoy
2024-10-01,20.7,p4,growth_yoy
2024-10-01,5.5,p5,growth_yoy
2024-10-01,4.7,p6,growth_yoy
2025-01-01,247971.701,p5,abs
2025-01-01,17760.388,p4,abs
2025-01-01,95675.98,p3,abs
2025-01-01,25491.589,p2,abs
2025-01-01,23738.48,p1,abs
2025-01-01,415337.606,p0,abs
2025-01-01,4.4,p0,growth_yoy
2025-01-01,0.7,p1,growth_yoy
2025-01-01,-2.7,p2,growth_yoy
2025-01-01,4.1,p3,growth_yoy
2025-01-01,2.2,p4,growth_qoq
2025-01-01,5.0,p5,growth_yoy
2025-01-01,-3.7,p3,growth_qoq
2025-01-01,-2.5,p2,growth_qoq
2025-01-01,-7.6,p1,growth_qoq
2025-01-01,-3.5,p0,growth_qoq
2025-01-01,4699.468,p6,abs
2025-01-01,-10.9,p6,growth_qoq
2025-01-01,-3.4,p5,growth_qoq
2025-01-01,14.2,p4,growth_yoy
2025-01-01,5.0,p6,growth_yoy
2025-04-01,-11.6,p2,growth_qoq
2025-04-01,1.3,p3,growth_qoq
2025-04-01,1.9,p4,growth_qoq
2025-04-01,1.1,p5,growth_qoq
2025-04-01,15.6,p6,growth_qoq
2025-04-01,8.6,p1,growth_qoq
2025-04-01,1.0,p0,growth_qoq
2025-04-01,419420.24,p0,abs
2025-04-01,22532.455,p2,abs
2025-04-01,16.9,p6,growth_yoy
2025-04-01,5.1,p5,growth_yoy
2025-04-01,12.1,p4,growth_yoy
2025-04-01,3.7,p3,growth_yoy
2025-04-01,-5.2,p2,growth_yoy
2025-04-01,2.5,p1,growth_yoy
2025-04-01,4.4,p0,growth_yoy
2025-04-01,250700.45,p5,abs
2025-04-01,96886.872,p3,abs
2025-04-01,18091.052,p4,abs
2025-04-01,5430.815,p6,abs
2025-04-01,25778.596,p1,abs
2025-07-01,4.7,p5,growth_qoq
2025-07-01,12.9,p6,growth_qoq
2025-07-01,5.7,p0,growth_qoq
2025-07-01,8.2,p4,growth_qoq
2025-07-01,12.8,p1,growth_qoq
2025-07-01,8.6,p2,growth_qoq
2025-07-01,5.4,p0,growth_yoy
2025-07-01,0.1,p1,growth_yoy
2025-07-01,9.7,p2,growth_yoy
2025-07-01,4.1,p3,growth_yoy
2025-07-01,11.8,p4,growth_yoy
2025-07-01,5.5,p5,growth_yoy
2025-07-01,4.7,p3,growth_qoq
2025-07-01,15.8,p6,growth_yoy
2025-07-01,443208.395,p0,abs
2025-07-01,29088.343,p1,abs
2025-07-01,24468.402,p2,abs
2025-07-01,101437.526,p3,abs
2025-07-01,19578.396,p4,abs
2025-07-01,262501.903,p5,abs
2025-07-01,6133.825,p6,abs
2025-10-01,5.4,p1,growth_yoy
2025-10-01,-1.5,p4,growth_qoq
2025-10-01,3.8,p3,growth_qoq
2025-10-01,9.0,p2,growth_qoq
2025-10-01,-6.9,p1,growth_qoq
2025-10-01,3.3,p0,growth_qoq
2025-10-01,457680.927,p0,abs
2025-10-01,27080.373,p1,abs
2025-10-01,26677.769,p2,abs
2025-10-01,105337.595,p3,abs
2025-10-01,19275.704,p4,abs
2025-10-01,272938.225,p5,abs
2025-10-01,6371.262,p6,abs
2025-10-01,4.0,p5,growth_qoq
2025-10-01,20.8,p6,growth_yoy
2025-10-01,6.3,p5,growth_yoy
2025-10-01,11.0,p4,growth_yoy
2025-10-01,6.1,p3,growth_yoy
2025-10-01,2.0,p2,growth_yoy
2025-10-01,6.3,p0,growth_yoy
2025-10-01,3.9,p6,growth_qoq
