year_dt,month_dt,paid_up_cptl,reserves,curr_circ,fin_inst,fed_gov,others,bnm_bill_bond,alloc_scl_drwg_rght,othr_lia,tot_lia
2026,1,100.000000000000,198833.052487580000,182490.822863000000,106752.185190000000,5660.919063000000,65615.616705000000,9027.729871000000,26830.185819000000,4487.759367000000,599798.271366000000
